Route,TrafficCondition,RoadCondition,WeatherCondition,BusCapacity,AvgSpeed,DistanceToDestination,TimeOfDay,DayType,Delay
Route_1,low,good,rainy,44,53.21219044457208,26.518046954286095,evening,weekday,32.73527699850341
Route_1,medium,good,sunny,43,22.8472573434738,20.316629933383947,night,weekday,6.961114161265783
Route_1,medium,poor,rainy,33,54.802592701299474,25.52169742752653,evening,weekday,41.799520677815764
Route_1,medium,average,rainy,43,22.537195780095217,6.21919162523107,morning,weekend,27.114382246520446
Route_1,high,poor,sunny,30,20.425827421438484,13.42467409383018,morning,weekday,42.443342861968915
Route_1,high,poor,sunny,15,51.143093844964454,22.596662272092946,morning,weekday,56.077870476127806
Route_1,high,poor,sunny,29,24.033825683815184,9.399619394380586,afternoon,weekend,26.953349920539612
Route_1,high,poor,foggy,21,28.081083204702143,28.74839388027488,morning,weekday,52.796198325757025
Route_1,medium,poor,rainy,39,21.0633605503247,6.245997499743915,afternoon,weekday,22.305321892452113
Route_1,low,average,rainy,47,35.83516549085229,27.830723248295193,morning,weekday,26.074626354159413
Route_1,low,poor,foggy,45,52.91994153818372,10.322813262770214,morning,weekday,41.53207712814132
Route_1,low,good,foggy,33,23.776880889954445,20.162773616200486,morning,weekday,30.47824795244102
Route_1,medium,poor,foggy,49,31.0967790840257,23.150384800611977,morning,weekend,34.84013684845863
Route_1,low,average,foggy,28,43.56135438327118,15.628193095240912,afternoon,weekday,13.963937899707174
Route_1,medium,good,sunny,48,47.39320902473642,19.396562673857837,evening,weekend,22.976961974627475
Route_1,medium,average,foggy,50,42.48191479100412,7.224759389822609,night,weekend,25.383751434950117
Route_1,high,poor,rainy,16,38.94895361503551,5.092972485541162,night,weekend,42.129993456364055
Route_1,high,good,foggy,16,37.40526865088287,7.524258136041061,night,weekday,40.6719768277414
Route_1,medium,good,foggy,19,45.35167526394932,22.340233598394814,morning,weekend,30.312467628397428
Route_1,high,good,rainy,21,25.21427848245917,22.308549614408502,night,weekday,44.454413192532535
Route_1,high,poor,rainy,36,46.44220825710488,23.20479436002248,evening,weekend,36.35016999626516
Route_1,low,good,rainy,17,59.312669823318686,5.883949795904135,morning,weekend,20.389846447160693
Route_1,high,average,rainy,21,24.704109054033747,26.532265506974543,morning,weekend,48.26015300192415
Route_1,low,average,rainy,35,36.60860312385714,25.628267194859262,evening,weekend,35.68598559866634
Route_1,medium,average,sunny,32,48.07090868096331,25.52734256607024,afternoon,weekday,6.68926213170718
Route_1,low,poor,rainy,33,37.34040875014753,13.978602959923695,evening,weekday,35.84439576435031
Route_1,medium,good,rainy,38,45.07212881825335,18.610992546132742,morning,weekend,29.29628587529446
Route_1,low,average,sunny,28,30.678644290297584,14.48489690792976,afternoon,weekend,4.242634668805915
Route_1,medium,average,sunny,40,30.067937686261878,23.522214948720944,afternoon,weekday,9.832741720193289
Route_1,low,poor,sunny,26,45.34388040381951,28.263174226213078,evening,weekend,21.106469775070984
Route_1,medium,good,rainy,37,47.467535262474854,8.734085814822787,night,weekday,19.824816384464444
Route_1,medium,poor,rainy,36,20.38729144457687,14.031401590934035,morning,weekday,33.53407914593407
Route_1,high,average,sunny,18,27.536894915557212,27.650859585749807,night,weekend,20.974681284965264
Route_1,high,poor,sunny,19,55.75240801589572,28.609975406368577,morning,weekend,48.19714514835467
Route_1,low,average,foggy,34,51.5605024061217,26.322892630104633,night,weekday,24.90328669689631
Route_1,high,good,sunny,30,27.84367926385771,28.68641985471397,afternoon,weekday,28.220789380930878
Route_1,low,good,foggy,40,21.905189000542528,5.329282682043819,afternoon,weekend,21.214783089688297
Route_1,medium,good,rainy,34,24.740708287377963,17.192137940504928,evening,weekend,31.49045818934013
Route_1,medium,average,rainy,50,27.25315837805927,23.653721165866706,afternoon,weekday,24.969857049705467
Route_1,high,average,rainy,41,20.901887076032402,10.662788227083151,morning,weekday,51.352490395734726
Route_1,medium,poor,sunny,29,55.60985036149241,6.8796519751082155,night,weekday,16.023632889096294
Route_1,low,poor,rainy,46,23.309586744355258,12.9896285769541,morning,weekend,37.01877532256186
Route_1,medium,poor,sunny,34,24.989898407964915,15.65651537474526,night,weekday,18.763584854905574
Route_1,low,average,rainy,45,51.51145743960917,9.321655569152899,morning,weekday,30.57615103937811
Route_1,high,average,foggy,34,50.78862126440431,26.41940263673774,night,weekday,31.4889683938872
Route_1,high,average,rainy,21,21.345703294821938,14.259683600333716,night,weekday,30.234639856664685
Route_1,low,poor,rainy,11,31.9899147116758,15.18025669082232,night,weekend,34.42640999359869
Route_1,low,good,foggy,36,51.29182308111245,29.596198291963713,night,weekend,19.092543824365173
Route_1,high,good,foggy,14,49.88117840405563,29.566702800618593,afternoon,weekend,36.30834826672606
Route_1,medium,good,rainy,29,41.144445499830375,26.374029300366274,evening,weekend,36.950054014178995
Route_1,medium,poor,rainy,22,20.62222246149765,5.991714660245233,afternoon,weekend,23.225175360059616
Route_1,low,poor,rainy,15,37.75311679024978,29.427457619533413,afternoon,weekend,18.157720388374543
Route_1,medium,good,sunny,47,51.25797264630994,8.578961597299248,morning,weekday,15.169562926088627
Route_1,medium,poor,rainy,14,25.019047610354864,9.774017852390275,afternoon,weekday,27.67170278806626
Route_1,high,poor,foggy,43,45.656415084993824,16.249248091852508,morning,weekend,45.4168211147493
Route_1,low,average,sunny,40,34.899283979492346,24.503933168040575,morning,weekday,24.27720564106413
Route_1,high,good,rainy,48,41.484509551613584,24.905438303412527,night,weekend,25.16013367644999
Route_1,high,average,rainy,27,58.97496013401933,14.041413147130012,morning,weekday,49.6793996549629
Route_1,medium,poor,foggy,19,37.27620622198269,17.603290603767704,evening,weekend,47.36909897152506
Route_1,medium,average,rainy,26,41.898873585091586,14.6596036070066,night,weekday,27.59013999857577
Route_1,high,good,sunny,40,43.21314723349967,5.340841823217223,evening,weekend,22.80473358914222
Route_1,medium,good,sunny,43,26.61116751379222,13.642027105865962,morning,weekday,19.19576655572242
Route_1,medium,poor,rainy,26,44.86469376086025,7.230660497777709,night,weekday,38.92255535239147
Route_1,low,good,rainy,15,37.92998570050428,21.41388050157205,evening,weekday,37.82354247613114
Route_1,low,poor,sunny,43,50.18273429393953,25.832921305958667,afternoon,weekday,23.68795683930353
Route_1,high,good,sunny,11,59.30806336257939,10.944682246961714,evening,weekday,40.70172022791888
Route_1,low,good,rainy,13,27.04802519512567,18.733350223248927,morning,weekday,32.02914617422657
Route_1,low,average,foggy,18,48.780450917823146,22.35299411787824,morning,weekday,33.65086575673394
Route_1,medium,good,rainy,15,45.761154429864355,12.711373930067015,afternoon,weekday,20.340766336773406
Route_1,medium,poor,sunny,19,39.50001773897469,17.99872370913593,evening,weekend,35.040880108167094
Route_1,low,average,foggy,17,22.81286085345269,19.488730713781386,morning,weekday,29.990120505873413
Route_1,medium,good,sunny,38,37.36536879248675,21.677524607623493,afternoon,weekend,9.035160223134081
Route_1,high,good,foggy,50,22.26485031468211,10.776161848333395,night,weekday,32.04303928908493
Route_1,low,poor,sunny,23,24.56085881260072,27.5303826149281,morning,weekday,37.17087043264653
Route_1,low,good,foggy,34,34.42395004939626,22.905854538299902,afternoon,weekday,21.733471255212088
Route_1,low,good,rainy,25,49.61326593667813,16.171243390811703,evening,weekday,29.7291992808302
Route_1,low,poor,sunny,17,36.53288400862469,13.460879157731286,night,weekday,23.76567293215078
Route_1,low,good,sunny,12,23.781030976785665,10.90869712559483,evening,weekday,20.250009965626596
Route_1,high,poor,rainy,37,22.346548787001286,6.018145394045897,afternoon,weekday,50.386670105183235
Route_1,low,good,sunny,48,54.72647952985408,17.739693626872338,afternoon,weekend,3.904277835378554
Route_1,low,average,foggy,19,21.149028146072727,16.343783639055253,night,weekday,25.27126339612559
Route_1,medium,good,rainy,20,46.502263976517575,13.312753810155924,evening,weekend,26.371628776219993
Route_1,high,good,rainy,47,35.562024988368336,8.543779578941495,night,weekend,22.638919807287444
Route_1,medium,poor,rainy,41,36.16624332984052,23.459077629773542,morning,weekday,47.9069291767869
Route_1,high,average,sunny,47,49.782098217756385,21.402624660906937,night,weekday,15.28734533967003
Route_1,medium,average,sunny,18,45.557930046145565,25.72729697501096,afternoon,weekend,10.074810691561616
Route_1,low,poor,foggy,10,33.41316355474816,8.282951579588506,morning,weekday,45.078272167809686
Route_1,low,good,rainy,12,28.00922845153905,18.15033633980432,night,weekend,22.75392317405101
Route_1,medium,average,sunny,24,29.20417301361065,15.876845625490509,evening,weekend,14.986423384069269
Route_1,low,good,foggy,10,34.266118423505674,22.014524601144775,morning,weekend,34.837632444604225
Route_1,medium,average,rainy,24,36.94427037081046,12.476789493506008,morning,weekend,25.16331134965057
Route_1,low,poor,rainy,16,53.70390569631533,27.227238587585614,afternoon,weekend,24.91824096592858
Route_1,low,poor,foggy,50,37.777882617945195,6.254022718771614,evening,weekday,36.05125238679919
Route_1,low,average,rainy,25,25.909928160499756,8.90694227833549,afternoon,weekday,22.948266506029604
Route_1,medium,good,foggy,37,25.228151011212535,23.277908249090117,afternoon,weekday,15.016450637639366
Route_1,high,average,sunny,11,46.50348099886189,20.260638158572775,afternoon,weekday,23.626283244482444
Route_1,high,poor,rainy,22,26.909420654818504,26.653535083271812,afternoon,weekend,38.93422629519784
Route_1,high,good,rainy,26,48.963334984342296,18.62841634450401,morning,weekend,44.15090968538758
Route_1,low,average,foggy,21,42.049364735120015,18.258998934499957,morning,weekend,35.856514226051864
Route_1,low,average,sunny,36,56.8065354070101,18.07984954024443,night,weekday,12.115748137700425
Route_1,high,poor,sunny,40,21.03870790969729,22.43675004359786,evening,weekday,45.36827723221395
Route_1,low,poor,rainy,50,37.97769662888497,5.250297546949127,night,weekday,38.293934670317185
Route_1,high,poor,rainy,45,52.59159701733866,29.502298552650174,morning,weekday,58.88809998085707
Route_1,medium,average,foggy,43,26.898466307718905,7.561955760962581,night,weekday,24.908888508288697
Route_1,low,good,foggy,38,50.66585965153247,15.25469598918313,evening,weekday,32.845603683918256
Route_1,medium,poor,foggy,48,45.72812102658625,27.22112095216421,night,weekend,31.788216290901445
Route_1,medium,poor,sunny,12,21.68090090372035,23.987156082408234,night,weekend,21.84444027018007
Route_1,low,average,foggy,25,57.53669123538921,28.915044986676033,night,weekend,12.423215183380988
Route_1,low,poor,rainy,20,46.41010211161199,28.008193471495705,evening,weekend,41.41179228065645
Route_1,low,average,sunny,21,57.44779155610721,25.477137431803744,night,weekday,12.137885212238473
Route_1,high,average,rainy,22,39.38237825075783,13.263562064388017,evening,weekend,51.891947630457516
Route_1,low,average,sunny,40,41.804839178708804,29.265908742241272,evening,weekend,22.962546226738255
Route_1,low,good,rainy,35,41.7983127101209,12.328416569881425,morning,weekday,37.74683057440998
Route_1,low,average,foggy,22,35.49346567728085,20.795184173005527,morning,weekend,25.752321165716634
Route_1,medium,average,foggy,33,42.72992660959059,12.900466527147124,morning,weekday,28.710440214295176
Route_1,medium,average,foggy,16,25.938533053114927,18.940563500746563,morning,weekday,28.574600155734935
Route_1,high,average,sunny,39,21.152735929617684,7.315984616428979,morning,weekday,38.79477913832323
Route_1,low,good,sunny,27,41.988744432860756,17.74259186601939,afternoon,weekday,5.025161491720272
Route_1,high,good,rainy,15,20.887021071712844,15.561264333591227,night,weekend,35.256052683465086
Route_1,medium,poor,foggy,39,51.09173685273526,8.616730972183868,evening,weekend,40.04406636923356
Route_1,high,good,sunny,11,21.49235950516664,26.569893378017234,evening,weekend,31.795687721433563
Route_1,medium,good,sunny,11,21.040376480382,22.290589452000493,afternoon,weekday,18.069753744409006
Route_1,medium,average,foggy,36,44.860858850400724,12.854244335351666,evening,weekday,28.93494716288002
Route_1,medium,poor,foggy,32,52.75282804538222,19.89764458683451,morning,weekday,32.78121230993449
Route_1,high,good,sunny,43,28.47987113676914,21.791706444751995,evening,weekend,42.24169695518779
Route_1,low,poor,rainy,39,53.037735680560246,13.743267811206646,night,weekday,32.40650442296732
Route_1,low,average,sunny,14,48.942714236540574,24.554368098968467,evening,weekend,16.71114033118093
Route_1,medium,good,rainy,30,44.29226860133442,5.857418647807262,morning,weekend,32.05010106575068
Route_1,medium,good,foggy,17,50.848671284108754,18.434166224490635,morning,weekday,32.10964014542409
Route_1,low,poor,rainy,38,36.61733310817404,26.51450577428977,evening,weekday,42.239419303134575
Route_1,medium,poor,foggy,13,46.742248770001105,7.4627112521321495,afternoon,weekday,22.771433158778947
Route_1,low,average,rainy,18,34.939584593820314,21.191801760673748,morning,weekend,26.591507433921816
Route_1,medium,poor,rainy,11,57.47255116570938,27.825087959831773,evening,weekday,51.140195086957426
Route_1,high,poor,sunny,46,32.51254027561441,9.377248593665218,evening,weekend,41.354725012482454
Route_1,low,average,sunny,10,38.09691942463152,21.17364915401376,evening,weekday,24.292826706991114
Route_1,medium,poor,foggy,13,32.672407372722574,5.777594509313931,afternoon,weekday,36.06638157114163
Route_1,medium,average,foggy,20,52.699253018439165,8.137683553779139,evening,weekend,30.399609854438072
Route_1,low,poor,foggy,15,29.754592353846206,12.293397196291206,morning,weekday,42.12913690138196
Route_1,high,average,sunny,14,48.06225468197441,28.572431564412295,morning,weekend,41.676188929353664
Route_1,low,poor,foggy,26,44.634133006012576,20.480198404705426,night,weekend,29.95276443904161
Route_1,medium,average,sunny,42,34.22555824310237,14.744605353629401,night,weekday,10.756604232035217
Route_1,high,average,rainy,15,48.346390805720006,10.29072474630588,afternoon,weekend,39.662737438789925
Route_1,high,poor,sunny,12,24.431197940081404,17.32076461385329,evening,weekend,40.268973504742995
Route_1,high,average,rainy,40,56.129627734626155,19.209182532545878,afternoon,weekday,34.01548398107698
Route_1,high,average,foggy,23,59.43173855305289,11.691212447772028,night,weekday,26.228687753205833
Route_1,low,average,sunny,13,31.023629843260117,6.842692545421878,evening,weekday,16.938364628743102
Route_1,low,good,sunny,38,37.70314757042923,21.42473952152602,night,weekday,12.611947197901394
Route_1,medium,poor,foggy,33,21.572595470374107,10.749648749578354,afternoon,weekday,27.21894665918982
Route_1,low,poor,sunny,31,42.97300063708411,28.75335239191401,morning,weekday,36.876144197391156
Route_1,high,poor,rainy,32,34.302465709292726,16.4116051890805,evening,weekend,64.69747642865998
Route_1,low,poor,rainy,50,40.53555043129871,29.305359807739364,morning,weekday,35.52393308143972
Route_1,medium,poor,foggy,45,29.651128547723044,14.880488773112683,morning,weekday,35.04202418835281
Route_1,medium,poor,foggy,35,42.491410553406894,17.90847809101088,afternoon,weekend,25.402107515901005
Route_1,low,poor,foggy,48,30.265108303818007,25.49305102176651,morning,weekend,40.645351399655915
Route_1,medium,average,foggy,47,30.061636897177827,16.16753116627362,afternoon,weekend,21.10837806309852
Route_1,medium,good,sunny,41,43.873221377561244,21.32959654735063,evening,weekend,16.28524561598519
